Town Code,Town Name,Grant Name,Grant Year,Grant Amount
36,Deep River,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
36,Deep River,COLLEGES & HOSPITALS PILOT,2010,$0.00
36,Deep River,MFG. MACH. & EQUIP / COMML M.V.,2010,"$129,027.61"
36,Deep River,ADDITIONAL VETS,2013,"$3,596.25"
36,Deep River,STATE-OWNED PILOT,2013,"$10,757.25"
36,Deep River,STATE-OWNED PILOT,2011,"$10,270.16"
36,Deep River,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$14,057.06"
36,Deep River,ELDERLY HOMEOWNERS,2013,"$34,677.73"
36,Deep River,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
36,Deep River,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$13,880.32"
36,Deep River,STATE-OWNED PILOT,2012,"$9,818.54"
36,Deep River,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
36,Deep River,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$13,618.13"
36,Deep River,COLLEGES & HOSPITALS PILOT,2011,$0.00
37,Derby,MFG. MACH. & EQUIP / COMML M.V.,2011,"$12,218.16"
37,Derby,TOTALLY DISABLED,2010,"$2,745.60"
37,Derby,ELDERLY HOMEOWNERS,2012,"$98,310.39"
37,Derby,TOTALLY DISABLED,2013,"$4,122.07"
37,Derby,ELDERLY HOMEOWNERS,2011,"$103,879.67"
37,Derby,ELDERLY HOMEOWNERS,2010,"$109,878.87"
37,Derby,TOTALLY DISABLED,2014,"$3,117.37"
37,Derby,TOTALLY DISABLED,2012,"$3,156.89"
37,Derby,ADDITIONAL VETS,2010,"$26,240.28"
37,Derby,ELDERLY HOMEOWNERS,2014,"$100,000.08"
37,Derby,TOTALLY DISABLED,2011,"$3,811.15"
37,Derby,COLLEGES & HOSPITALS PILOT,2014,"$870,460.25"
37,Derby,ADDITIONAL VETS,2011,"$24,119.00"
37,Derby,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$253,404.23"
37,Derby,STATE-OWNED PILOT,2014,"$42,387.25"
37,Derby,ADDITIONAL VETS,2012,"$21,698.69"
37,Derby,STATE-OWNED PILOT,2010,"$126,645.65"
37,Derby,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$250,656.77"
37,Derby,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
37,Derby,COLLEGES & HOSPITALS PILOT,2010,"$1,028,663.58"
37,Derby,MFG. MACH. & EQUIP / COMML M.V.,2010,"$36,750.01"
37,Derby,COLLEGES & HOSPITALS PILOT,2012,"$1,018,767.04"
37,Derby,ADDITIONAL VETS,2013,"$27,982.45"
37,Derby,STATE-OWNED PILOT,2013,"$114,243.78"
37,Derby,DISTRESSED,2012,"$17,681.40"
37,Derby,STATE-OWNED PILOT,2011,"$117,978.94"
37,Derby,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$253,949.39"
37,Derby,ELDERLY HOMEOWNERS,2013,"$101,880.85"
37,Derby,COLLEGES & HOSPITALS PILOT,2013,"$977,103.43"
37,Derby,DISTRESSED,2013,"$7,045.22"
37,Derby,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
37,Derby,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$256,734.23"
37,Derby,STATE-OWNED PILOT,2012,"$117,063.62"
37,Derby,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
37,Derby,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$251,881.44"
37,Derby,COLLEGES & HOSPITALS PILOT,2011,"$1,109,686.60"
38,Durham,MFG. MACH. & EQUIP / COMML M.V.,2011,"$122,636.78"
38,Durham,TOTALLY DISABLED,2010,$707.40
38,Durham,ELDERLY HOMEOWNERS,2012,"$43,805.52"
38,Durham,TOTALLY DISABLED,2013,$898.69
38,Durham,ELDERLY HOMEOWNERS,2011,"$44,388.92"
38,Durham,ELDERLY HOMEOWNERS,2010,"$40,754.81"
38,Durham,TOTALLY DISABLED,2014,$863.27
38,Durham,TOTALLY DISABLED,2012,$852.88
38,Durham,ADDITIONAL VETS,2010,"$10,382.00"
38,Durham,ELDERLY HOMEOWNERS,2014,"$41,040.32"
38,Durham,TOTALLY DISABLED,2011,$670.25
38,Durham,ADDITIONAL VETS,2011,"$12,707.94"
38,Durham,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$21,968.35"
38,Durham,STATE-OWNED PILOT,2014,"$18,142.41"
38,Durham,ADDITIONAL VETS,2012,"$13,211.27"
38,Durham,STATE-OWNED PILOT,2010,"$20,305.88"
38,Durham,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$18,914.20"
38,Durham,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
38,Durham,COLLEGES & HOSPITALS PILOT,2010,$0.00
38,Durham,MFG. MACH. & EQUIP / COMML M.V.,2010,"$135,989.56"
38,Durham,ADDITIONAL VETS,2013,"$13,173.13"
38,Durham,STATE-OWNED PILOT,2013,"$18,376.66"
38,Durham,STATE-OWNED PILOT,2011,"$18,880.66"
38,Durham,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$22,537.19"
38,Durham,ELDERLY HOMEOWNERS,2013,"$40,038.55"
38,Durham,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
38,Durham,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$22,610.75"
38,Durham,STATE-OWNED PILOT,2012,"$18,498.34"
38,Durham,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
38,Durham,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$21,835.94"
38,Durham,COLLEGES & HOSPITALS PILOT,2011,$0.00
39,Eastford,MFG. MACH. & EQUIP / COMML M.V.,2011,"$43,436.08"
39,Eastford,TOTALLY DISABLED,2010,$101.35
39,Eastford,ELDERLY HOMEOWNERS,2012,"$11,654.65"
39,Eastford,TOTALLY DISABLED,2013,$124.19
39,Eastford,ELDERLY HOMEOWNERS,2011,"$11,207.30"
39,Eastford,ELDERLY HOMEOWNERS,2010,"$10,925.70"
39,Eastford,TOTALLY DISABLED,2014,$113.66
39,Eastford,TOTALLY DISABLED,2012,$106.25
39,Eastford,ADDITIONAL VETS,2010,$885.39
39,Eastford,ELDERLY HOMEOWNERS,2014,"$14,719.76"
39,Eastford,TOTALLY DISABLED,2011,$126.00
39,Eastford,ADDITIONAL VETS,2011,$742.14
39,Eastford,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$13,098.98"
39,Eastford,STATE-OWNED PILOT,2014,"$6,659.47"
39,Eastford,ADDITIONAL VETS,2012,$623.03
39,Eastford,STATE-OWNED PILOT,2010,"$7,014.65"
39,Eastford,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$10,376.54"
39,Eastford,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
39,Eastford,COLLEGES & HOSPITALS PILOT,2010,$0.00
39,Eastford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$56,199.90"
39,Eastford,ADDITIONAL VETS,2013,$389.97
39,Eastford,STATE-OWNED PILOT,2013,"$7,045.26"
39,Eastford,STATE-OWNED PILOT,2011,"$7,261.26"
39,Eastford,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$12,020.52"
39,Eastford,ELDERLY HOMEOWNERS,2013,"$11,768.95"
39,Eastford,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
39,Eastford,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$8,263.93"
39,Eastford,STATE-OWNED PILOT,2012,"$7,264.57"
39,Eastford,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
39,Eastford,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$9,001.37"
39,Eastford,COLLEGES & HOSPITALS PILOT,2011,$0.00
40,East Granby,MFG. MACH. & EQUIP / COMML M.V.,2011,"$430,285.37"
40,East Granby,TOTALLY DISABLED,2010,$184.10
40,East Granby,ELDERLY HOMEOWNERS,2012,"$20,242.00"
40,East Granby,TOTALLY DISABLED,2013,$183.97
40,East Granby,ELDERLY HOMEOWNERS,2011,"$19,812.46"
40,East Granby,ELDERLY HOMEOWNERS,2010,"$12,731.95"
40,East Granby,TOTALLY DISABLED,2014,$149.08
40,East Granby,TOTALLY DISABLED,2012,$216.00
40,East Granby,ADDITIONAL VETS,2010,"$2,524.80"
40,East Granby,ELDERLY HOMEOWNERS,2014,"$24,325.42"
40,East Granby,TOTALLY DISABLED,2011,$189.00
40,East Granby,ADDITIONAL VETS,2011,"$2,592.00"
40,East Granby,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$15,693.30"
40,East Granby,STATE-OWNED PILOT,2014,"$762,572.84"
40,East Granby,ADDITIONAL VETS,2012,"$3,475.32"
40,East Granby,STATE-OWNED PILOT,2010,"$605,231.98"
40,East Granby,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$25,345.94"
40,East Granby,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
40,East Granby,COLLEGES & HOSPITALS PILOT,2010,$0.00
40,East Granby,MFG. MACH. & EQUIP / COMML M.V.,2010,"$424,819.99"
40,East Granby,ADDITIONAL VETS,2013,"$2,892.81"
40,East Granby,STATE-OWNED PILOT,2013,"$807,309.53"
40,East Granby,STATE-OWNED PILOT,2011,"$858,599.85"
40,East Granby,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$15,422.44"
40,East Granby,ELDERLY HOMEOWNERS,2013,"$22,058.58"
40,East Granby,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
40,East Granby,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$16,227.04"
40,East Granby,STATE-OWNED PILOT,2012,"$842,692.18"
40,East Granby,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
40,East Granby,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$15,177.06"
40,East Granby,COLLEGES & HOSPITALS PILOT,2011,$0.00
41,East Haddam,MFG. MACH. & EQUIP / COMML M.V.,2011,"$1,391.60"
41,East Haddam,TOTALLY DISABLED,2010,$534.29
41,East Haddam,ELDERLY HOMEOWNERS,2012,"$65,791.74"
41,East Haddam,TOTALLY DISABLED,2013,$621.52
41,East Haddam,ELDERLY HOMEOWNERS,2011,"$61,280.99"
41,East Haddam,ELDERLY HOMEOWNERS,2010,"$61,165.19"
41,East Haddam,TOTALLY DISABLED,2014,$641.66
41,East Haddam,TOTALLY DISABLED,2012,$633.00
41,East Haddam,ADDITIONAL VETS,2010,"$5,110.99"
41,East Haddam,ELDERLY HOMEOWNERS,2014,"$64,996.82"
41,East Haddam,TOTALLY DISABLED,2011,$563.49
41,East Haddam,ADDITIONAL VETS,2011,"$5,710.87"
41,East Haddam,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$26,978.10"
41,East Haddam,STATE-OWNED PILOT,2014,"$28,551.62"
41,East Haddam,ADDITIONAL VETS,2012,"$5,624.82"
41,East Haddam,STATE-OWNED PILOT,2010,"$22,562.02"
41,East Haddam,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$22,857.90"
41,East Haddam,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
41,East Haddam,COLLEGES & HOSPITALS PILOT,2010,$0.00
41,East Haddam,MFG. MACH. & EQUIP / COMML M.V.,2010,"$2,032.51"
41,East Haddam,ADDITIONAL VETS,2013,"$4,924.39"
41,East Haddam,STATE-OWNED PILOT,2013,"$29,966.18"
41,East Haddam,STATE-OWNED PILOT,2011,"$21,018.04"
41,East Haddam,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$27,953.02"
41,East Haddam,ELDERLY HOMEOWNERS,2013,"$63,495.98"
41,East Haddam,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
41,East Haddam,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$28,007.63"
41,East Haddam,STATE-OWNED PILOT,2012,"$33,418.25"
41,East Haddam,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
41,East Haddam,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$25,732.76"
41,East Haddam,COLLEGES & HOSPITALS PILOT,2011,$0.00
42,East Hampton,MFG. MACH. & EQUIP / COMML M.V.,2011,"$15,087.24"
42,East Hampton,TOTALLY DISABLED,2010,"$1,008.42"
42,East Hampton,ELDERLY HOMEOWNERS,2012,"$45,008.85"
42,East Hampton,TOTALLY DISABLED,2013,"$1,275.07"
42,East Hampton,ELDERLY TAX FREEZE,2012,"$1,166.00"
42,East Hampton,ELDERLY TAX FREEZE,2010,"$2,000.00"
42,East Hampton,ELDERLY HOMEOWNERS,2011,"$44,443.06"
42,East Hampton,ELDERLY HOMEOWNERS,2010,"$48,612.17"
42,East Hampton,TOTALLY DISABLED,2014,"$1,266.99"
42,East Hampton,TOTALLY DISABLED,2012,"$1,206.96"
42,East Hampton,ADDITIONAL VETS,2010,"$4,635.13"
42,East Hampton,ELDERLY HOMEOWNERS,2014,"$45,252.69"
42,East Hampton,TOTALLY DISABLED,2011,"$1,066.52"
42,East Hampton,ADDITIONAL VETS,2011,"$4,593.32"
42,East Hampton,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$59,349.21"
42,East Hampton,ELDERLY TAX FREEZE,2011,"$2,000.00"
42,East Hampton,STATE-OWNED PILOT,2014,"$107,111.00"
42,East Hampton,ADDITIONAL VETS,2012,"$5,266.48"
42,East Hampton,STATE-OWNED PILOT,2010,"$121,788.40"
42,East Hampton,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$56,415.94"
42,East Hampton,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
42,East Hampton,COLLEGES & HOSPITALS PILOT,2010,$0.00
42,East Hampton,MFG. MACH. & EQUIP / COMML M.V.,2010,"$21,233.24"
42,East Hampton,ADDITIONAL VETS,2013,"$5,140.81"
42,East Hampton,STATE-OWNED PILOT,2013,"$113,311.96"
42,East Hampton,STATE-OWNED PILOT,2011,"$117,341.98"
42,East Hampton,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$62,018.32"
42,East Hampton,ELDERLY HOMEOWNERS,2013,"$45,704.49"
42,East Hampton,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
42,East Hampton,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$63,163.39"
42,East Hampton,STATE-OWNED PILOT,2012,"$112,810.29"
42,East Hampton,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
42,East Hampton,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$55,496.40"
42,East Hampton,COLLEGES & HOSPITALS PILOT,2011,$0.00
43,East Hartford,MFG. MACH. & EQUIP / COMML M.V.,2011,"$3,576,349.02"
43,East Hartford,TOTALLY DISABLED,2010,"$8,682.78"
43,East Hartford,ELDERLY HOMEOWNERS,2012,"$384,526.37"
43,East Hartford,TOTALLY DISABLED,2013,"$11,362.10"
43,East Hartford,DISTRESSED,2010,"$102,144.63"
43,East Hartford,ELDERLY TAX FREEZE,2012,"$6,000.00"
43,East Hartford,ELDERLY TAX FREEZE,2010,"$6,000.00"
43,East Hartford,ELDERLY HOMEOWNERS,2011,"$372,411.19"
43,East Hartford,ELDERLY HOMEOWNERS,2010,"$368,970.19"
43,East Hartford,TOTALLY DISABLED,2014,"$11,648.11"
43,East Hartford,TOTALLY DISABLED,2012,"$9,863.06"
43,East Hartford,ADDITIONAL VETS,2010,"$37,455.48"
43,East Hartford,ELDERLY HOMEOWNERS,2014,"$366,445.36"
43,East Hartford,TOTALLY DISABLED,2011,"$9,424.62"
43,East Hartford,ELDERLY TAX FREEZE,2014,$834.00
43,East Hartford,COLLEGES & HOSPITALS PILOT,2014,"$482,178.23"
43,East Hartford,ADDITIONAL VETS,2011,"$36,293.58"
43,East Hartford,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$306,328.84"
43,East Hartford,ELDERLY TAX FREEZE,2011,"$6,000.00"
43,East Hartford,STATE-OWNED PILOT,2014,"$716,788.20"
43,East Hartford,ADDITIONAL VETS,2012,"$37,762.00"
43,East Hartford,STATE-OWNED PILOT,2010,"$658,592.55"
43,East Hartford,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$303,007.57"
43,East Hartford,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
43,East Hartford,COLLEGES & HOSPITALS PILOT,2010,"$22,786.19"
43,East Hartford,MFG. MACH. & EQUIP / COMML M.V.,2010,"$3,833,096.54"
43,East Hartford,COLLEGES & HOSPITALS PILOT,2012,"$281,580.26"
43,East Hartford,ADDITIONAL VETS,2013,"$45,457.23"
43,East Hartford,STATE-OWNED PILOT,2013,"$633,782.88"
43,East Hartford,DISTRESSED,2012,"$95,152.53"
43,East Hartford,STATE-OWNED PILOT,2011,"$614,865.04"
43,East Hartford,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$306,987.87"
43,East Hartford,ELDERLY TAX FREEZE,2013,"$2,000.00"
43,East Hartford,ELDERLY HOMEOWNERS,2013,"$370,131.62"
43,East Hartford,COLLEGES & HOSPITALS PILOT,2013,"$285,504.18"
43,East Hartford,DISTRESSED,2013,"$103,835.70"
43,East Hartford,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
43,East Hartford,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$310,354.34"
43,East Hartford,STATE-OWNED PILOT,2012,"$627,733.79"
43,East Hartford,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
43,East Hartford,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$304,488.02"
43,East Hartford,COLLEGES & HOSPITALS PILOT,2011,"$256,121.42"
44,East Haven,MFG. MACH. & EQUIP / COMML M.V.,2011,"$62,435.13"
44,East Haven,TOTALLY DISABLED,2010,"$4,348.35"
44,East Haven,ELDERLY HOMEOWNERS,2012,"$317,571.92"
44,East Haven,TOTALLY DISABLED,2013,"$5,720.74"
44,East Haven,ELDERLY TAX FREEZE,2012,"$8,000.00"
44,East Haven,ELDERLY TAX FREEZE,2010,"$25,165.90"
44,East Haven,ELDERLY HOMEOWNERS,2011,"$321,957.59"
44,East Haven,ELDERLY HOMEOWNERS,2010,"$339,452.89"
44,East Haven,TOTALLY DISABLED,2014,"$5,126.56"
44,East Haven,TOTALLY DISABLED,2012,"$5,163.78"
44,East Haven,ADDITIONAL VETS,2010,"$82,497.17"
44,East Haven,ELDERLY HOMEOWNERS,2014,"$312,684.61"
44,East Haven,TOTALLY DISABLED,2011,"$5,124.29"
44,East Haven,ELDERLY TAX FREEZE,2014,"$8,000.00"
44,East Haven,ADDITIONAL VETS,2011,"$82,612.08"
44,East Haven,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$165,781.28"
44,East Haven,ELDERLY TAX FREEZE,2011,"$14,168.67"
44,East Haven,STATE-OWNED PILOT,2014,"$351,907.11"
44,East Haven,ADDITIONAL VETS,2012,"$77,243.94"
44,East Haven,STATE-OWNED PILOT,2010,"$241,704.51"
44,East Haven,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$155,756.85"
44,East Haven,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
44,East Haven,COLLEGES & HOSPITALS PILOT,2010,$0.00
44,East Haven,MFG. MACH. & EQUIP / COMML M.V.,2010,"$38,360.01"
44,East Haven,ADDITIONAL VETS,2013,"$81,650.55"
44,East Haven,STATE-OWNED PILOT,2013,"$241,025.22"
44,East Haven,STATE-OWNED PILOT,2011,"$224,677.67"
44,East Haven,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$171,880.79"
44,East Haven,ELDERLY TAX FREEZE,2013,"$8,000.00"
44,East Haven,ELDERLY HOMEOWNERS,2013,"$317,294.55"
44,East Haven,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
44,East Haven,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$172,986.00"
44,East Haven,STATE-OWNED PILOT,2012,"$253,136.70"
44,East Haven,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
44,East Haven,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$155,917.69"
44,East Haven,COLLEGES & HOSPITALS PILOT,2011,$0.00
45,East Lyme,MFG. MACH. & EQUIP / COMML M.V.,2011,"$17,836.75"
45,East Lyme,TOTALLY DISABLED,2010,$921.12
45,East Lyme,ELDERLY HOMEOWNERS,2012,"$110,243.15"
45,East Lyme,TOTALLY DISABLED,2013,"$1,162.31"
45,East Lyme,ELDERLY TAX FREEZE,2012,"$2,000.00"
45,East Lyme,ELDERLY TAX FREEZE,2010,"$2,000.00"
45,East Lyme,ELDERLY HOMEOWNERS,2011,"$111,590.68"
45,East Lyme,ELDERLY HOMEOWNERS,2010,"$103,424.86"
45,East Lyme,TOTALLY DISABLED,2014,"$1,275.52"
45,East Lyme,TOTALLY DISABLED,2012,"$1,051.38"
45,East Lyme,ADDITIONAL VETS,2010,"$16,269.88"
45,East Lyme,ELDERLY HOMEOWNERS,2014,"$102,889.18"
45,East Lyme,TOTALLY DISABLED,2011,"$1,016.60"
45,East Lyme,ADDITIONAL VETS,2011,"$18,221.70"
45,East Lyme,COLLEGES & HOSPITALS PILOT,2014,"$40,547.94"
45,East Lyme,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$329,119.07"
45,East Lyme,ELDERLY TAX FREEZE,2011,"$2,000.00"
45,East Lyme,STATE-OWNED PILOT,2014,"$933,077.47"
45,East Lyme,ADDITIONAL VETS,2012,"$22,870.15"
45,East Lyme,STATE-OWNED PILOT,2010,"$924,695.36"
45,East Lyme,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$329,531.15"
45,East Lyme,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
45,East Lyme,COLLEGES & HOSPITALS PILOT,2010,"$52,689.93"
45,East Lyme,MFG. MACH. & EQUIP / COMML M.V.,2010,"$32,329.82"
45,East Lyme,COLLEGES & HOSPITALS PILOT,2012,"$43,846.80"
45,East Lyme,ADDITIONAL VETS,2013,"$23,726.88"
45,East Lyme,STATE-OWNED PILOT,2013,"$754,725.31"
45,East Lyme,STATE-OWNED PILOT,2011,"$768,259.23"
45,East Lyme,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$329,808.52"
45,East Lyme,ELDERLY TAX FREEZE,2013,"$1,500.00"
45,East Lyme,ELDERLY HOMEOWNERS,2013,"$104,013.01"
45,East Lyme,COLLEGES & HOSPITALS PILOT,2013,"$41,133.11"
45,East Lyme,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
45,East Lyme,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$334,319.83"
45,East Lyme,STATE-OWNED PILOT,2012,"$750,938.05"
45,East Lyme,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
45,East Lyme,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$329,457.50"
45,East Lyme,COLLEGES & HOSPITALS PILOT,2011,"$48,739.91"
46,Easton,MFG. MACH. & EQUIP / COMML M.V.,2011,"$2,110.94"
46,Easton,TOTALLY DISABLED,2010,$151.90
46,Easton,ELDERLY HOMEOWNERS,2012,"$39,626.46"
46,Easton,TOTALLY DISABLED,2013,$112.06
46,Easton,ELDERLY TAX FREEZE,2010,"$2,000.00"
46,Easton,ELDERLY HOMEOWNERS,2011,"$37,360.26"
46,Easton,ELDERLY HOMEOWNERS,2010,"$31,118.10"
46,Easton,TOTALLY DISABLED,2014,$103.27
46,Easton,TOTALLY DISABLED,2012,$74.81
46,Easton,ADDITIONAL VETS,2010,"$7,637.23"
46,Easton,ELDERLY HOMEOWNERS,2014,"$34,162.74"
46,Easton,TOTALLY DISABLED,2011,$67.20
46,Easton,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$8,567.91"
46,Easton,STATE-OWNED PILOT,2014,"$58,715.81"
46,Easton,ADDITIONAL VETS,2012,"$6,761.92"
46,Easton,STATE-OWNED PILOT,2010,"$63,724.25"
46,Easton,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$8,548.99"
46,Easton,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
46,Easton,COLLEGES & HOSPITALS PILOT,2010,$0.00
46,Easton,MFG. MACH. & EQUIP / COMML M.V.,2010,$827.57
46,Easton,ADDITIONAL VETS,2013,"$10,043.27"
46,Easton,STATE-OWNED PILOT,2013,"$57,580.95"
46,Easton,STATE-OWNED PILOT,2011,"$59,638.22"
46,Easton,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$8,757.85"
46,Easton,ELDERLY HOMEOWNERS,2013,"$37,210.58"
46,Easton,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
46,Easton,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$8,640.54"
46,Easton,STATE-OWNED PILOT,2012,"$58,855.25"
46,Easton,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
46,Easton,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$8,062.60"
46,Easton,COLLEGES & HOSPITALS PILOT,2011,$0.00
47,East Windsor,MFG. MACH. & EQUIP / COMML M.V.,2011,"$237,311.39"
47,East Windsor,TOTALLY DISABLED,2010,"$1,846.34"
47,East Windsor,ELDERLY HOMEOWNERS,2012,"$78,926.58"
47,East Windsor,TOTALLY DISABLED,2013,"$1,833.62"
47,East Windsor,ELDERLY TAX FREEZE,2012,"$2,000.00"
47,East Windsor,ELDERLY TAX FREEZE,2010,"$4,000.00"
47,East Windsor,ELDERLY HOMEOWNERS,2011,"$80,845.73"
47,East Windsor,ELDERLY HOMEOWNERS,2010,"$71,993.61"
47,East Windsor,TOTALLY DISABLED,2014,"$1,860.28"
47,East Windsor,TOTALLY DISABLED,2012,"$2,001.33"
47,East Windsor,ADDITIONAL VETS,2010,"$5,114.53"
47,East Windsor,ELDERLY HOMEOWNERS,2014,"$77,824.27"
47,East Windsor,TOTALLY DISABLED,2011,"$1,827.17"
47,East Windsor,ADDITIONAL VETS,2011,"$5,868.78"
47,East Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2014,"$43,507.48"
47,East Windsor,ELDERLY TAX FREEZE,2011,"$2,000.00"
47,East Windsor,STATE-OWNED PILOT,2014,"$85,311.37"
47,East Windsor,ADDITIONAL VETS,2012,"$5,512.16"
47,East Windsor,STATE-OWNED PILOT,2010,"$89,116.33"
47,East Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2010,"$40,891.90"
47,East Windsor,ELECTRIC GENERATION FACILITIES GRANT,2010,$0.00
47,East Windsor,COLLEGES & HOSPITALS PILOT,2010,$0.00
47,East Windsor,MFG. MACH. & EQUIP / COMML M.V.,2010,"$272,789.40"
47,East Windsor,ADDITIONAL VETS,2013,"$5,575.17"
47,East Windsor,STATE-OWNED PILOT,2013,"$90,343.63"
47,East Windsor,STATE-OWNED PILOT,2011,"$86,580.94"
47,East Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2013,"$43,969.29"
47,East Windsor,ELDERLY HOMEOWNERS,2013,"$77,420.66"
47,East Windsor,ELECTRIC GENERATION FACILITIES GRANT,2012,$0.00
47,East Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2012,"$44,057.95"
47,East Windsor,STATE-OWNED PILOT,2012,"$92,796.16"
47,East Windsor,ELECTRIC GENERATION FACILITIES GRANT,2011,$0.00
47,East Windsor,MASHANTUCKET PEQUOT &  MOHEGAN,2011,"$42,108.06"
47,East Windsor,COLLEGES & HOSPITALS PILOT,2011,$0.00
48,Ellington,MFG. MACH. & EQUIP / COMML M.V.,2011,"$181,426.25"
48,Ellington,TOTALLY DISABLED,2010,"$1,575.00"
48,Ellington,ELDERLY HOMEOWNERS,2012,"$71,062.46"
48,Ellington,TOTALLY DISABLED,2013,"$1,745.85"
48,Ellington,ELDERLY HOMEOWNERS,2011,"$69,845.19"
