"Town","FIPS","Year","Grant","Value"
"Hartland","0900337140",2014,"DECD PILOT Grant",0
"Hartland","0900337140",2014,"LoCIP",19889
"Hartland","0900337140",2014,"Town Aid Road",142905.77
"Hartland","0900337140",2015,"Colleges & Hospitals PILOT",0
"Hartland","0900337140",2015,"Elderly Circuit Breaker",13536.91
"Hartland","0900337140",2015,"State Property PILOT",104841.42
"Hartland","0900337140",2015,"Veterans' Exemption",1135.28
"Hartland","0900337140",2015,"Disability Exemption",167.06
"Hartland","0900337140",2015,"Pequot Grants",13886.43
"Hartland","0900337140",2015,"Elderly Freeze",0
"Hartland","0900337140",2015,"DECD Tax Abatement",0
"Hartland","0900337140",2015,"DECD PILOT Grant",0
"Hartland","0900337140",2015,"LoCIP",19057
"Hartland","0900337140",2015,"Town Aid Road",143026
"Hartland","0900337140",2014,"Total",282206.6
"Hartland","0900337140",2015,"Total",295650.1
"Manchester","0900344700",2014,"Colleges & Hospitals PILOT",802712.54
"Manchester","0900344700",2014,"Elderly Circuit Breaker",294334.21
"Manchester","0900344700",2014,"State Property PILOT",751664.16
"Manchester","0900344700",2014,"Veterans' Exemption",74765.01
"Manchester","0900344700",2014,"Disability Exemption",7750.72
"Manchester","0900344700",2014,"Pequot Grants",594716.14
"Manchester","0900344700",2014,"Elderly Freeze",2000
"Manchester","0900344700",2014,"DECD Tax Abatement",0
"Manchester","0900344700",2014,"DECD PILOT Grant",0
"Manchester","0900344700",2014,"LoCIP",424979
"Manchester","0900344700",2014,"Town Aid Road",647712.69
"Manchester","0900344700",2015,"Colleges & Hospitals PILOT",866237.22
"Manchester","0900344700",2015,"Elderly Circuit Breaker",296634.03
"Manchester","0900344700",2015,"State Property PILOT",844806.33
"Manchester","0900344700",2015,"Veterans' Exemption",73784.4
"Manchester","0900344700",2015,"Disability Exemption",7273.11
"Manchester","0900344700",2015,"Pequot Grants",598186.04
"Manchester","0900344700",2015,"Elderly Freeze",0
"Manchester","0900344700",2015,"DECD Tax Abatement",0
"Manchester","0900344700",2015,"DECD PILOT Grant",0
"Manchester","0900344700",2015,"LoCIP",422712
"Manchester","0900344700",2015,"Town Aid Road",646353
"Manchester","0900344700",2014,"Total",3600634.47
"Manchester","0900344700",2015,"Total",3755986.13
"Marlborough","0900345820",2014,"Colleges & Hospitals PILOT",0
"Marlborough","0900345820",2014,"Elderly Circuit Breaker",21477.98
"Marlborough","0900345820",2014,"State Property PILOT",16015.6
"Marlborough","0900345820",2014,"Veterans' Exemption",914.48
"Marlborough","0900345820",2014,"Disability Exemption",569.13
"Marlborough","0900345820",2014,"Pequot Grants",16616.99
"Marlborough","0900345820",2014,"Elderly Freeze",0
"Marlborough","0900345820",2014,"DECD Tax Abatement",0
"Marlborough","0900345820",2014,"DECD PILOT Grant",0
"Marlborough","0900345820",2014,"LoCIP",51514
"Marlborough","0900345820",2014,"Town Aid Road",212336.26
"Marlborough","0900345820",2015,"Colleges & Hospitals PILOT",0
"Marlborough","0900345820",2015,"Elderly Circuit Breaker",21164.9
"Marlborough","0900345820",2015,"State Property PILOT",16533.94
"Marlborough","0900345820",2015,"Veterans' Exemption",1951
"Marlborough","0900345820",2015,"Disability Exemption",696.98
"Marlborough","0900345820",2015,"Pequot Grants",18228.53
"Marlborough","0900345820",2015,"Elderly Freeze",0
"Marlborough","0900345820",2015,"DECD Tax Abatement",0
"Marlborough","0900345820",2015,"DECD PILOT Grant",0
"Marlborough","0900345820",2015,"LoCIP",50347
"Marlborough","0900345820",2015,"Town Aid Road",212383
"Marlborough","0900345820",2014,"Total",319444.44
"Marlborough","0900345820",2015,"Total",321305.35
"New Britain","0900350440",2014,"Colleges & Hospitals PILOT",2095010.96
"New Britain","0900350440",2014,"Elderly Circuit Breaker",400534.79
"New Britain","0900350440",2014,"State Property PILOT",2904606.82
"New Britain","0900350440",2014,"Veterans' Exemption",28339.76
"New Britain","0900350440",2014,"Disability Exemption",9338.4
"New Britain","0900350440",2014,"Pequot Grants",2285314.86
"New Britain","0900350440",2014,"Elderly Freeze",4000
"New Britain","0900350440",2014,"DECD Tax Abatement",31725
"New Britain","0900350440",2014,"DECD PILOT Grant",0
"New Britain","0900350440",2014,"LoCIP",974088
"New Britain","0900350440",2014,"Town Aid Road",772658.1
"New Britain","0900350440",2015,"Colleges & Hospitals PILOT",2692729.89
"New Britain","0900350440",2015,"Elderly Circuit Breaker",399778.94
"New Britain","0900350440",2015,"State Property PILOT",3710092.99
"New Britain","0900350440",2015,"Veterans' Exemption",31362.53
"New Britain","0900350440",2015,"Disability Exemption",9614.58
"New Britain","0900350440",2015,"Pequot Grants",2298648.66
"New Britain","0900350440",2015,"Elderly Freeze",2000
"New Britain","0900350440",2015,"DECD Tax Abatement",37425
"New Britain","0900350440",2015,"DECD PILOT Grant",0
"New Britain","0900350440",2015,"LoCIP",991377
"New Britain","0900350440",2015,"Town Aid Road",770020
"New Britain","0900350440",2014,"Total",9505616.69
"New Britain","0900350440",2015,"Total",10943049.59
"Newington","0900352140",2014,"Colleges & Hospitals PILOT",1753756.9
"Newington","0900352140",2014,"Elderly Circuit Breaker",273333.15
"Newington","0900352140",2014,"State Property PILOT",688546.11
"Newington","0900352140",2014,"Veterans' Exemption",28376.1
"Newington","0900352140",2014,"Disability Exemption",5284.69
"Newington","0900352140",2014,"Pequot Grants",275048.54
"Newington","0900352140",2014,"Elderly Freeze",6000
"Newington","0900352140",2014,"DECD Tax Abatement",0
"Newington","0900352140",2014,"DECD PILOT Grant",0
"Newington","0900352140",2014,"LoCIP",212179
"Newington","0900352140",2014,"Town Aid Road",415969.23
"Newington","0900352140",2015,"Colleges & Hospitals PILOT",1633915.17
"Newington","0900352140",2015,"Elderly Circuit Breaker",273013.85
"Newington","0900352140",2015,"State Property PILOT",749382.79
"Newington","0900352140",2015,"Veterans' Exemption",30385.24
"Newington","0900352140",2015,"Disability Exemption",5467.95
"Newington","0900352140",2015,"Pequot Grants",254786.28
"Newington","0900352140",2015,"Elderly Freeze",6000
"Newington","0900352140",2015,"DECD Tax Abatement",0
"Newington","0900352140",2015,"DECD PILOT Grant",0
"Newington","0900352140",2015,"LoCIP",209032
"Newington","0900352140",2015,"Town Aid Road",415388
"Newington","0900352140",2014,"Total",3658493.72
"Newington","0900352140",2015,"Total",3577371.28
"Plainville","0900360120",2014,"Colleges & Hospitals PILOT",0
"Plainville","0900360120",2014,"Elderly Circuit Breaker",146340.77
"Plainville","0900360120",2014,"State Property PILOT",16166.67
"Plainville","0900360120",2014,"Veterans' Exemption",22861.51
"Plainville","0900360120",2014,"Disability Exemption",4242.84
"Plainville","0900360120",2014,"Pequot Grants",84669.12
"Plainville","0900360120",2014,"Elderly Freeze",2000
"Plainville","0900360120",2014,"DECD Tax Abatement",0
"Plainville","0900360120",2014,"DECD PILOT Grant",0
"Plainville","0900360120",2014,"LoCIP",126839
"Plainville","0900360120",2014,"Town Aid Road",307216.56
"Plainville","0900360120",2015,"Colleges & Hospitals PILOT",0
"Plainville","0900360120",2015,"Elderly Circuit Breaker",152604.49
"Plainville","0900360120",2015,"State Property PILOT",17663.93
"Plainville","0900360120",2015,"Veterans' Exemption",23686.37
"Plainville","0900360120",2015,"Disability Exemption",3923.69
"Plainville","0900360120",2015,"Pequot Grants",86023.25
"Plainville","0900360120",2015,"Elderly Freeze",2000
"Plainville","0900360120",2015,"DECD Tax Abatement",0
"Plainville","0900360120",2015,"DECD PILOT Grant",0
"Plainville","0900360120",2015,"LoCIP",124459
"Plainville","0900360120",2015,"Town Aid Road",307546
"Plainville","0900360120",2014,"Total",710336.47
"Plainville","0900360120",2015,"Total",717906.73
"Rocky Hill","0900365370",2014,"Colleges & Hospitals PILOT",0
"Rocky Hill","0900365370",2014,"Elderly Circuit Breaker",113260.06
"Rocky Hill","0900365370",2014,"State Property PILOT",711846.13
"Rocky Hill","0900365370",2014,"Veterans' Exemption",9969.24
"Rocky Hill","0900365370",2014,"Disability Exemption",1078.07
"Rocky Hill","0900365370",2014,"Pequot Grants",280252.66
"Rocky Hill","0900365370",2014,"Elderly Freeze",0
"Rocky Hill","0900365370",2014,"DECD Tax Abatement",0
"Rocky Hill","0900365370",2014,"DECD PILOT Grant",0
"Rocky Hill","0900365370",2014,"LoCIP",115106
"Rocky Hill","0900365370",2014,"Town Aid Road",341638.34
"Rocky Hill","0900365370",2015,"Colleges & Hospitals PILOT",0
"Rocky Hill","0900365370",2015,"Elderly Circuit Breaker",120379.38
"Rocky Hill","0900365370",2015,"State Property PILOT",933775.41
"Rocky Hill","0900365370",2015,"Veterans' Exemption",10694.48
"Rocky Hill","0900365370",2015,"Disability Exemption",1155.1
"Rocky Hill","0900365370",2015,"Pequot Grants",281887.81
"Rocky Hill","0900365370",2015,"Elderly Freeze",0
"Rocky Hill","0900365370",2015,"DECD Tax Abatement",0
"Rocky Hill","0900365370",2015,"DECD PILOT Grant",0
"Rocky Hill","0900365370",2015,"LoCIP",113558
"Rocky Hill","0900365370",2015,"Town Aid Road",341316
"Rocky Hill","0900365370",2014,"Total",1573150.5
"Rocky Hill","0900365370",2015,"Total",1802766.18
"Simsbury","0900368940",2014,"Colleges & Hospitals PILOT",0
"Simsbury","0900368940",2014,"Elderly Circuit Breaker",80646.3
"Simsbury","0900368940",2014,"State Property PILOT",106092.86
"Simsbury","0900368940",2014,"Veterans' Exemption",5941.8
"Simsbury","0900368940",2014,"Disability Exemption",1731.85
"Simsbury","0900368940",2014,"Pequot Grants",31434.35
"Simsbury","0900368940",2014,"Elderly Freeze",0
"Simsbury","0900368940",2014,"DECD Tax Abatement",0
"Simsbury","0900368940",2014,"DECD PILOT Grant",0
"Simsbury","0900368940",2014,"LoCIP",155184
"Simsbury","0900368940",2014,"Town Aid Road",360991.28
"Simsbury","0900368940",2015,"Colleges & Hospitals PILOT",0
"Simsbury","0900368940",2015,"Elderly Circuit Breaker",76805.13
"Simsbury","0900368940",2015,"State Property PILOT",123398.76
"Simsbury","0900368940",2015,"Veterans' Exemption",5826.26
"Simsbury","0900368940",2015,"Disability Exemption",1404.86
"Simsbury","0900368940",2015,"Pequot Grants",33612.73
"Simsbury","0900368940",2015,"Elderly Freeze",0
"Simsbury","0900368940",2015,"DECD Tax Abatement",0
"Simsbury","0900368940",2015,"DECD PILOT Grant",0
"Simsbury","0900368940",2015,"LoCIP",154713
"Simsbury","0900368940",2015,"Town Aid Road",361234
"Simsbury","0900368940",2014,"Total",742022.44
"Simsbury","0900368940",2015,"Total",756994.74
"Southington","0900370550",2014,"Colleges & Hospitals PILOT",137107.8
"Southington","0900370550",2014,"Elderly Circuit Breaker",321424.49
"Southington","0900370550",2014,"State Property PILOT",24949.02
"Southington","0900370550",2014,"Veterans' Exemption",54803.72
"Southington","0900370550",2014,"Disability Exemption",5492.05
"Southington","0900370550",2014,"Pequot Grants",144791.55
"Southington","0900370550",2014,"Elderly Freeze",0
"Southington","0900370550",2014,"DECD Tax Abatement",0
"Southington","0900370550",2014,"DECD PILOT Grant",0
"Southington","0900370550",2014,"LoCIP",280548
"Southington","0900370550",2014,"Town Aid Road",521381.45
"Southington","0900370550",2015,"Colleges & Hospitals PILOT",141492.6
"Southington","0900370550",2015,"Elderly Circuit Breaker",323276.02
"Southington","0900370550",2015,"State Property PILOT",26814.52
"Southington","0900370550",2015,"Veterans' Exemption",55846.5
"Southington","0900370550",2015,"Disability Exemption",5389.8
"Southington","0900370550",2015,"Pequot Grants",151249.74
"Southington","0900370550",2015,"Elderly Freeze",0
"Southington","0900370550",2015,"DECD Tax Abatement",0
"Southington","0900370550",2015,"DECD PILOT Grant",0
"Southington","0900370550",2015,"LoCIP",280242
"Southington","0900370550",2015,"Town Aid Road",523137
"Southington","0900370550",2014,"Total",1490498.08
"Southington","0900370550",2015,"Total",1507448.18
"South Windsor","0900371390",2014,"Colleges & Hospitals PILOT",0
"South Windsor","0900371390",2014,"Elderly Circuit Breaker",148280.96
"South Windsor","0900371390",2014,"State Property PILOT",9824.6
"South Windsor","0900371390",2014,"Veterans' Exemption",15882.78
"South Windsor","0900371390",2014,"Disability Exemption",1839.66
"South Windsor","0900371390",2014,"Pequot Grants",56236.47
"South Windsor","0900371390",2014,"Elderly Freeze",2000
"South Windsor","0900371390",2014,"DECD Tax Abatement",0
"South Windsor","0900371390",2014,"DECD PILOT Grant",0
"South Windsor","0900371390",2014,"LoCIP",164563
"South Windsor","0900371390",2014,"Town Aid Road",380375.06
"South Windsor","0900371390",2015,"Colleges & Hospitals PILOT",0
"South Windsor","0900371390",2015,"Elderly Circuit Breaker",148758.82
"South Windsor","0900371390",2015,"State Property PILOT",13220.69
"South Windsor","0900371390",2015,"Veterans' Exemption",15025.74
"South Windsor","0900371390",2015,"Disability Exemption",1664.22
"South Windsor","0900371390",2015,"Pequot Grants",60215.1
"South Windsor","0900371390",2015,"Elderly Freeze",2000
"South Windsor","0900371390",2015,"DECD Tax Abatement",0
"South Windsor","0900371390",2015,"DECD PILOT Grant",0
"South Windsor","0900371390",2015,"LoCIP",164723
"South Windsor","0900371390",2015,"Town Aid Road",380687
"South Windsor","0900371390",2014,"Total",779002.53
"South Windsor","0900371390",2015,"Total",786294.57
"Suffield","0900374540",2014,"Colleges & Hospitals PILOT",0
"Suffield","0900374540",2014,"Elderly Circuit Breaker",83924.64
"Suffield","0900374540",2014,"State Property PILOT",3229942.98
"Suffield","0900374540",2014,"Veterans' Exemption",8028.26
"Suffield","0900374540",2014,"Disability Exemption",1241.39
"Suffield","0900374540",2014,"Pequot Grants",2675180.22
"Suffield","0900374540",2014,"Elderly Freeze",2000
"Suffield","0900374540",2014,"DECD Tax Abatement",0
"Suffield","0900374540",2014,"DECD PILOT Grant",0
"Suffield","0900374540",2014,"LoCIP",92400
"Suffield","0900374540",2014,"Town Aid Road",290658.13
"Suffield","0900374540",2015,"Colleges & Hospitals PILOT",0
"Suffield","0900374540",2015,"Elderly Circuit Breaker",81549.91
"Suffield","0900374540",2015,"State Property PILOT",2657587.53
"Suffield","0900374540",2015,"Veterans' Exemption",9062.11
"Suffield","0900374540",2015,"Disability Exemption",1078.13
"Suffield","0900374540",2015,"Pequot Grants",2976970.56
"Suffield","0900374540",2015,"Elderly Freeze",1334
"Suffield","0900374540",2015,"DECD Tax Abatement",0
"Suffield","0900374540",2015,"DECD PILOT Grant",0
"Suffield","0900374540",2015,"LoCIP",91360
"Suffield","0900374540",2015,"Town Aid Road",291302
"Suffield","0900374540",2014,"Total",6383375.62
"Suffield","0900374540",2015,"Total",6110244.24
"West Hartford","0900382590",2014,"Colleges & Hospitals PILOT",1031732.31
"West Hartford","0900382590",2014,"Elderly Circuit Breaker",274671.63
"West Hartford","0900382590",2014,"State Property PILOT",275698.93
"West Hartford","0900382590",2014,"Veterans' Exemption",69849.45
"West Hartford","0900382590",2014,"Disability Exemption",4539.75
"West Hartford","0900382590",2014,"Pequot Grants",242387.06
"West Hartford","0900382590",2014,"Elderly Freeze",2000
"West Hartford","0900382590",2014,"DECD Tax Abatement",0
"West Hartford","0900382590",2014,"DECD PILOT Grant",0
"West Hartford","0900382590",2014,"LoCIP",459237
"West Hartford","0900382590",2014,"Town Aid Road",689310.95
"West Hartford","0900382590",2015,"Colleges & Hospitals PILOT",1084553.96
"West Hartford","0900382590",2015,"Elderly Circuit Breaker",281353.61
"West Hartford","0900382590",2015,"State Property PILOT",301091.86
"West Hartford","0900382590",2015,"Veterans' Exemption",69076.99
"West Hartford","0900382590",2015,"Disability Exemption",6103.75
"West Hartford","0900382590",2015,"Pequot Grants",220031.54
"West Hartford","0900382590",2015,"Elderly Freeze",0
"West Hartford","0900382590",2015,"DECD Tax Abatement",0
"West Hartford","0900382590",2015,"DECD PILOT Grant",0
"West Hartford","0900382590",2015,"LoCIP",436682
"West Hartford","0900382590",2015,"Town Aid Road",687452
"West Hartford","0900382590",2014,"Total",3049427.08
"West Hartford","0900382590",2015,"Total",3086345.71
"Wethersfield","0900384900",2014,"Colleges & Hospitals PILOT",8653.78
"Wethersfield","0900384900",2014,"Elderly Circuit Breaker",239211.52
"Wethersfield","0900384900",2014,"State Property PILOT",223496.44
"Wethersfield","0900384900",2014,"Veterans' Exemption",42027.74
"Wethersfield","0900384900",2014,"Disability Exemption",3375.51
"Wethersfield","0900384900",2014,"Pequot Grants",217909.86
"Wethersfield","0900384900",2014,"Elderly Freeze",0
"Wethersfield","0900384900",2014,"DECD Tax Abatement",0
"Wethersfield","0900384900",2014,"DECD PILOT Grant",21316
"Wethersfield","0900384900",2014,"LoCIP",188620
"Wethersfield","0900384900",2014,"Town Aid Road",403402.06
"Wethersfield","0900384900",2015,"Colleges & Hospitals PILOT",9178.44
"Wethersfield","0900384900",2015,"Elderly Circuit Breaker",234241.13
"Wethersfield","0900384900",2015,"State Property PILOT",247200.83
"Wethersfield","0900384900",2015,"Veterans' Exemption",42784.11
"Wethersfield","0900384900",2015,"Disability Exemption",3468.79
"Wethersfield","0900384900",2015,"Pequot Grants",219181.26
"Wethersfield","0900384900",2015,"Elderly Freeze",0
"Wethersfield","0900384900",2015,"DECD Tax Abatement",0
"Wethersfield","0900384900",2015,"DECD PILOT Grant",21517
"Wethersfield","0900384900",2015,"LoCIP",182902
"Wethersfield","0900384900",2015,"Town Aid Road",403048
"Wethersfield","0900384900",2014,"Total",1348012.91
"Wethersfield","0900384900",2015,"Total",1363521.56
"Windsor","0900387000",2014,"Colleges & Hospitals PILOT",0
"Windsor","0900387000",2014,"Elderly Circuit Breaker",197149.58
"Windsor","0900387000",2014,"State Property PILOT",58247.34
"Windsor","0900387000",2014,"Veterans' Exemption",19874.59
"Windsor","0900387000",2014,"Disability Exemption",2659.22
"Windsor","0900387000",2014,"Pequot Grants",109862.66
"Windsor","0900387000",2014,"Elderly Freeze",0
"Windsor","0900387000",2014,"DECD Tax Abatement",0
"Windsor","0900387000",2014,"DECD PILOT Grant",0
"Windsor","0900387000",2014,"LoCIP",184250
"Windsor","0900387000",2014,"Town Aid Road",404298.04
"Windsor","0900387000",2015,"Colleges & Hospitals PILOT",0
"Windsor","0900387000",2015,"Elderly Circuit Breaker",207551.58
"Windsor","0900387000",2015,"State Property PILOT",55006.2
"Windsor","0900387000",2015,"Veterans' Exemption",21427.16
"Windsor","0900387000",2015,"Disability Exemption",2604.77
"Windsor","0900387000",2015,"Pequot Grants",108632.03
"Windsor","0900387000",2015,"Elderly Freeze",0
"Windsor","0900387000",2015,"DECD Tax Abatement",0
"Windsor","0900387000",2015,"DECD PILOT Grant",0
"Windsor","0900387000",2015,"LoCIP",180920
"Windsor","0900387000",2015,"Town Aid Road",404234
"Windsor","0900387000",2014,"Total",976341.43
"Windsor","0900387000",2015,"Total",980375.74
"Windsor Locks","0900387070",2014,"Colleges & Hospitals PILOT",0
"Windsor Locks","0900387070",2014,"Elderly Circuit Breaker",125904.47
"Windsor Locks","0900387070",2014,"State Property PILOT",3899299.99
"Windsor Locks","0900387070",2014,"Veterans' Exemption",14460.45
"Windsor Locks","0900387070",2014,"Disability Exemption",367.56
"Windsor Locks","0900387070",2014,"Pequot Grants",442606.87
"Windsor Locks","0900387070",2014,"Elderly Freeze",0
"Windsor Locks","0900387070",2014,"DECD Tax Abatement",0
"Windsor Locks","0900387070",2014,"DECD PILOT Grant",0
"Windsor Locks","0900387070",2014,"LoCIP",79778
"Windsor Locks","0900387070",2014,"Town Aid Road",263439.19
"Windsor Locks","0900387070",2015,"Colleges & Hospitals PILOT",0
"Windsor Locks","0900387070",2015,"Elderly Circuit Breaker",130731.07
"Windsor Locks","0900387070",2015,"State Property PILOT",94692.62
"Windsor Locks","0900387070",2015,"Veterans' Exemption",13068.84
"Windsor Locks","0900387070",2015,"Disability Exemption",402.43
"Windsor Locks","0900387070",2015,"Pequot Grants",445189.28
"Windsor Locks","0900387070",2015,"Elderly Freeze",0
"Windsor Locks","0900387070",2015,"DECD Tax Abatement",0
"Windsor Locks","0900387070",2015,"DECD PILOT Grant",0
"Windsor Locks","0900387070",2015,"LoCIP",79835
"Windsor Locks","0900387070",2015,"Town Aid Road",263475
"Windsor Locks","0900387070",2014,"Total",4825856.53
"Windsor Locks","0900387070",2015,"Total",1027394.24
"Barkhamsted","0900502760",2014,"Colleges & Hospitals PILOT",0
"Barkhamsted","0900502760",2014,"Elderly Circuit Breaker",20482.73
"Barkhamsted","0900502760",2014,"State Property PILOT",16897.42
"Barkhamsted","0900502760",2014,"Veterans' Exemption",2713.76
"Barkhamsted","0900502760",2014,"Disability Exemption",235.12
"Barkhamsted","0900502760",2014,"Pequot Grants",14403.18
"Barkhamsted","0900502760",2014,"Elderly Freeze",0
"Barkhamsted","0900502760",2014,"DECD Tax Abatement",0
"Barkhamsted","0900502760",2014,"DECD PILOT Grant",0
"Barkhamsted","0900502760",2014,"LoCIP",36655
"Barkhamsted","0900502760",2014,"Town Aid Road",196060.73
"Barkhamsted","0900502760",2015,"Colleges & Hospitals PILOT",0
"Barkhamsted","0900502760",2015,"Elderly Circuit Breaker",19605.79
"Barkhamsted","0900502760",2015,"State Property PILOT",20533.65
"Barkhamsted","0900502760",2015,"Veterans' Exemption",2397.37
"Barkhamsted","0900502760",2015,"Disability Exemption",209.96
"Barkhamsted","0900502760",2015,"Pequot Grants",16416.84
"Barkhamsted","0900502760",2015,"Elderly Freeze",0
"Barkhamsted","0900502760",2015,"DECD Tax Abatement",0
"Barkhamsted","0900502760",2015,"DECD PILOT Grant",0
"Barkhamsted","0900502760",2015,"LoCIP",35653
"Barkhamsted","0900502760",2015,"Town Aid Road",195865
"Barkhamsted","0900502760",2014,"Total",287447.94
"Barkhamsted","0900502760",2015,"Total",290681.61
"Bethlehem","0900504930",2014,"Colleges & Hospitals PILOT",0
"Bethlehem","0900504930",2014,"Elderly Circuit Breaker",31587.3
"Bethlehem","0900504930",2014,"State Property PILOT",1114.59
"Bethlehem","0900504930",2014,"Veterans' Exemption",3410.34
"Bethlehem","0900504930",2014,"Disability Exemption",108.37
"Bethlehem","0900504930",2014,"Pequot Grants",12917.32
"Bethlehem","0900504930",2014,"Elderly Freeze",0
"Bethlehem","0900504930",2014,"DECD Tax Abatement",0
"Bethlehem","0900504930",2014,"DECD PILOT Grant",0
"Bethlehem","0900504930",2014,"LoCIP",34040
"Bethlehem","0900504930",2014,"Town Aid Road",214555.96
"Bethlehem","0900504930",2015,"Colleges & Hospitals PILOT",0
"Bethlehem","0900504930",2015,"Elderly Circuit Breaker",32638.27
"Bethlehem","0900504930",2015,"State Property PILOT",1198.8
"Bethlehem","0900504930",2015,"Veterans' Exemption",3383.94
"Bethlehem","0900504930",2015,"Disability Exemption",134.07
"Bethlehem","0900504930",2015,"Pequot Grants",15431.05
"Bethlehem","0900504930",2015,"Elderly Freeze",0
"Bethlehem","0900504930",2015,"DECD Tax Abatement",0
"Bethlehem","0900504930",2015,"DECD PILOT Grant",0
"Bethlehem","0900504930",2015,"LoCIP",34326
"Bethlehem","0900504930",2015,"Town Aid Road",214442
"Bethlehem","0900504930",2014,"Total",297733.88
"Bethlehem","0900504930",2015,"Total",301554.13
"Bridgewater","0900508210",2014,"Colleges & Hospitals PILOT",0
"Bridgewater","0900508210",2014,"Elderly Circuit Breaker",14710.85
"Bridgewater","0900508210",2014,"State Property PILOT",1321.26
"Bridgewater","0900508210",2014,"Veterans' Exemption",1873.92
"Bridgewater","0900508210",2014,"Disability Exemption",107.93
"Bridgewater","0900508210",2014,"Pequot Grants",6770.44
"Bridgewater","0900508210",2014,"Elderly Freeze",0
"Bridgewater","0900508210",2014,"DECD Tax Abatement",0
"Bridgewater","0900508210",2014,"DECD PILOT Grant",0
"Bridgewater","0900508210",2014,"LoCIP",23733
"Bridgewater","0900508210",2014,"Town Aid Road",178981.68
"Bridgewater","0900508210",2015,"Colleges & Hospitals PILOT",0
"Bridgewater","0900508210",2015,"Elderly Circuit Breaker",14829.17
"Bridgewater","0900508210",2015,"State Property PILOT",1421.1
"Bridgewater","0900508210",2015,"Veterans' Exemption",2264.76
"Bridgewater","0900508210",2015,"Disability Exemption",102.92
"Bridgewater","0900508210",2015,"Pequot Grants",8687.85
"Bridgewater","0900508210",2015,"Elderly Freeze",0
"Bridgewater","0900508210",2015,"DECD Tax Abatement",0
"Bridgewater","0900508210",2015,"DECD PILOT Grant",0
"Bridgewater","0900508210",2015,"LoCIP",23655
"Bridgewater","0900508210",2015,"Town Aid Road",178861
"Bridgewater","0900508210",2014,"Total",227499.08
"Bridgewater","0900508210",2015,"Total",229821.8
"Canaan","0900510940",2014,"Colleges & Hospitals PILOT",2026.71
"Canaan","0900510940",2014,"Elderly Circuit Breaker",13915.41
"Canaan","0900510940",2014,"State Property PILOT",94741.8
"Canaan","0900510940",2014,"Veterans' Exemption",1397.79
"Canaan","0900510940",2014,"Disability Exemption",75.77
"Canaan","0900510940",2014,"Pequot Grants",7196.55
"Canaan","0900510940",2014,"Elderly Freeze",0
"Canaan","0900510940",2014,"DECD Tax Abatement",0
"Canaan","0900510940",2014,"DECD PILOT Grant",0
"Canaan","0900510940",2014,"LoCIP",19505
"Canaan","0900510940",2014,"Town Aid Road",169373.59
"Canaan","0900510940",2015,"Colleges & Hospitals PILOT",2093.13
"Canaan","0900510940",2015,"Elderly Circuit Breaker",12551.74
"Canaan","0900510940",2015,"State Property PILOT",108377.49
"Canaan","0900510940",2015,"Veterans' Exemption",1405.58
"Canaan","0900510940",2015,"Disability Exemption",77.56
"Canaan","0900510940",2015,"Pequot Grants",9492.92
"Canaan","0900510940",2015,"Elderly Freeze",0
"Canaan","0900510940",2015,"DECD Tax Abatement",0
"Canaan","0900510940",2015,"DECD PILOT Grant",0
"Canaan","0900510940",2015,"LoCIP",19394
"Canaan","0900510940",2015,"Town Aid Road",169401
"Canaan","0900510940",2014,"Total",308232.62
"Canaan","0900510940",2015,"Total",322793.42
"Colebrook","0900516050",2014,"Colleges & Hospitals PILOT",0
"Colebrook","0900516050",2014,"Elderly Circuit Breaker",9360.23
"Colebrook","0900516050",2014,"State Property PILOT",25011.51
"Colebrook","0900516050",2014,"Veterans' Exemption",3731.01
"Colebrook","0900516050",2014,"Disability Exemption",238.77
"Colebrook","0900516050",2014,"Pequot Grants",8400.49
"Colebrook","0900516050",2014,"Elderly Freeze",0
"Colebrook","0900516050",2014,"DECD Tax Abatement",0
"Colebrook","0900516050",2014,"DECD PILOT Grant",0
"Colebrook","0900516050",2014,"LoCIP",25087
"Colebrook","0900516050",2014,"Town Aid Road",200863.27
"Colebrook","0900516050",2015,"Colleges & Hospitals PILOT",0
"Colebrook","0900516050",2015,"Elderly Circuit Breaker",9417.21
"Colebrook","0900516050",2015,"State Property PILOT",7369.59
"Colebrook","0900516050",2015,"Veterans' Exemption",4508.67
"Colebrook","0900516050",2015,"Disability Exemption",165.87
"Colebrook","0900516050",2015,"Pequot Grants",10461.41
"Colebrook","0900516050",2015,"Elderly Freeze",0
"Colebrook","0900516050",2015,"DECD Tax Abatement",0
"Colebrook","0900516050",2015,"DECD PILOT Grant",0
"Colebrook","0900516050",2015,"LoCIP",24968
"Colebrook","0900516050",2015,"Town Aid Road",200862
"Colebrook","0900516050",2014,"Total",272692.28
"Colebrook","0900516050",2015,"Total",257752.75
"Cornwall","0900517240",2014,"Colleges & Hospitals PILOT",0
"Cornwall","0900517240",2014,"Elderly Circuit Breaker",13633.65
"Cornwall","0900517240",2014,"State Property PILOT",18084.84
"Cornwall","0900517240",2014,"Veterans' Exemption",443.62
"Cornwall","0900517240",2014,"Disability Exemption",120.98
"Cornwall","0900517240",2014,"Pequot Grants",6467.25
"Cornwall","0900517240",2014,"Elderly Freeze",0
"Cornwall","0900517240",2014,"DECD Tax Abatement",0
"Cornwall","0900517240",2014,"DECD PILOT Grant",0
"Cornwall","0900517240",2014,"LoCIP",32673
